CampaignID,CampaignName,Channel,StartDate,EndDate,TargetAudience,Impressions,Clicks,CTRPct,CPC,Spend,Conversions,ConversionRatePct,Revenue,ROAS,CostPerConversion
MKT-7169,Retargeting Push 2023,LinkedIn Ads,2023-05-05,2023-06-11,25-34,280302,6779,2.42,0.74,5016.46,557,8.23,59103.27,11.78,9.01
MKT-7170,Back to School 2023,Facebook Ads,2023-05-07,2023-06-06,18-24,148151,1673,1.13,2.97,4968.81,142,8.52,18614.78,3.75,34.99
MKT-7171,Back to School 2023,LinkedIn Ads,2023-05-09,2023-05-28,45-54,312224,7539,2.41,2.23,16811.97,156,2.08,29070.6,1.73,107.77
MKT-7172,Summer Launch 2023,Facebook Ads,2023-05-09,2023-06-02,All Ages,331383,9234,2.79,0.34,3139.56,610,6.61,42956.2,13.68,5.15
MKT-7173,Lead Gen Sprint 2023,Instagram Ads,2023-05-14,2023-06-06,55+,464788,20452,4.4,0.84,17179.68,1530,7.48,71527.5,4.16,11.23
MKT-7174,Back to School 2023,Facebook Ads,2023-05-14,2023-06-13,55+,415441,5825,1.4,3.88,22601.0,89,1.54,8064.29,0.36,253.94
MKT-7175,Retargeting Push 2023,Instagram Ads,2023-05-15,2023-06-20,55+,311861,6045,1.94,1.62,9792.9,386,6.39,13521.58,1.38,25.37
MKT-7176,Summer Launch 2023,TikTok Ads,2023-05-15,2023-06-11,18-24,133568,5275,3.95,3.39,17882.25,142,2.69,19046.46,1.07,125.93
MKT-7177,Retargeting Push 2023,Instagram Ads,2023-05-15,2023-06-08,35-44,483057,13949,2.89,0.3,4184.7,423,3.03,26175.24,6.25,9.89
MKT-7178,Back to School 2023,TikTok Ads,2023-05-16,2023-05-27,35-44,164572,3235,1.97,3.71,12001.85,129,3.99,5434.77,0.45,93.04
MKT-7179,Year-End Clearance 2023,Instagram Ads,2023-05-17,2023-07-01,18-24,403221,17597,4.36,1.27,22348.19,1292,7.34,191383.96,8.56,17.3
MKT-7180,Holiday Promo 2023,Google Ads,2023-05-18,2023-05-27,All Ages,28174,386,1.37,2.06,795.16,9,2.52,1033.74,1.3,88.35
MKT-7181,Brand Awareness 2023,Instagram Ads,2023-05-19,2023-06-24,25-34,323248,12793,3.96,1.11,14200.23,576,4.51,68929.92,4.85,24.65
MKT-7182,New Product Drop 2023,TikTok Ads,2023-05-19,2023-06-22,45-54,190511,1049,0.55,2.0,2098.0,81,7.74,12759.93,6.08,25.9
MKT-7183,Retargeting Push 2023,TikTok Ads,2023-05-20,2023-06-15,18-24,277584,7524,2.71,3.54,26634.96,405,5.38,52994.25,1.99,65.77
MKT-7184,New Product Drop 2023,LinkedIn Ads,2023-05-20,2023-06-24,All Ages,188648,2563,1.36,4.0,10252.0,80,3.13,2552.0,0.25,128.15
MKT-7185,Brand Awareness 2023,LinkedIn Ads,2023-05-22,2023-06-11,All Ages,299016,11595,3.88,1.41,16348.95,304,2.63,31874.4,1.95,53.78
MKT-7186,Flash Sale 2023,TikTok Ads,2023-05-23,2023-06-25,All Ages,414026,14223,3.44,0.87,12374.01,783,5.51,162284.58,13.11,15.8
MKT-7187,Summer Launch 2023,LinkedIn Ads,2023-05-24,2023-06-18,35-44,441904,3727,0.84,3.93,14647.11,225,6.04,19611.0,1.34,65.1
MKT-7188,Brand Awareness 2023,Facebook Ads,2023-05-24,2023-06-11,25-34,189123,7920,4.19,2.31,18295.2,466,5.9,21356.78,1.17,39.26
MKT-7189,Lead Gen Sprint 2023,TikTok Ads,2023-05-24,2023-07-04,45-54,412270,13266,3.22,3.52,46696.32,1106,8.34,139267.52,2.98,42.22
MKT-7190,Lead Gen Sprint 2023,TikTok Ads,2023-05-25,2023-06-05,25-34,214764,2820,1.31,0.53,1494.6,129,4.6,7578.75,5.07,11.59
MKT-7191,Summer Launch 2023,Facebook Ads,2023-05-25,2023-07-02,35-44,133235,1501,1.13,3.26,4893.26,131,8.74,19356.56,3.96,37.35
MKT-7192,Summer Launch 2023,Google Ads,2023-05-26,2023-07-05,45-54,450915,12037,2.67,3.34,40203.58,1001,8.32,175975.8,4.38,40.16
MKT-7193,Retargeting Push 2023,Google Ads,2023-05-27,2023-07-09,35-44,33265,944,2.84,0.87,821.28,44,4.69,2978.8,3.63,18.67
MKT-7194,New Product Drop 2023,TikTok Ads,2023-05-27,2023-06-09,All Ages,389500,7511,1.93,3.9,29292.9,155,2.07,6054.3,0.21,188.99
MKT-7195,Holiday Promo 2023,Facebook Ads,2023-05-28,2023-06-20,45-54,221936,9827,4.43,2.83,27810.41,671,6.83,128013.38,4.6,41.45
MKT-7196,Lead Gen Sprint 2023,Google Ads,2023-05-29,2023-07-02,55+,300893,2379,0.79,4.14,9849.06,142,5.98,26221.72,2.66,69.36
MKT-7197,Brand Awareness 2023,TikTok Ads,2023-05-30,2023-06-27,25-34,281613,7358,2.61,3.44,25311.52,391,5.33,31733.56,1.25,64.74
MKT-7198,Back to School 2023,TikTok Ads,2023-05-31,2023-06-19,35-44,85464,848,0.99,3.99,3383.52,37,4.4,2750.95,0.81,91.45
MKT-7199,Lead Gen Sprint 2023,LinkedIn Ads,2023-05-31,2023-06-23,18-24,352869,15817,4.48,4.15,65640.55,1268,8.02,129475.48,1.97,51.77
MKT-7200,Summer Launch 2023,LinkedIn Ads,2023-06-01,2023-06-11,All Ages,152290,4792,3.15,1.68,8050.56,319,6.67,13324.63,1.66,25.24
MKT-7201,Lead Gen Sprint 2023,Facebook Ads,2023-06-01,2023-06-17,25-34,422581,14058,3.33,0.94,13214.52,1207,8.59,178961.89,13.54,10.95
MKT-7202,Retargeting Push 2023,LinkedIn Ads,2023-06-02,2023-06-24,45-54,47821,577,1.21,0.64,369.28,13,2.4,832.0,2.25,28.41
MKT-7203,Retargeting Push 2023,TikTok Ads,2023-06-03,2023-06-16,All Ages,428824,15340,3.58,1.02,15646.8,1284,8.38,165867.12,10.6,12.19
MKT-7204,Lead Gen Sprint 2023,Facebook Ads,2023-06-03,2023-06-29,25-34,464028,20392,4.39,3.12,63623.04,1518,7.45,183966.42,2.89,41.91
MKT-7205,Holiday Promo 2023,TikTok Ads,2023-06-05,2023-07-07,45-54,251947,1675,0.66,0.99,1658.25,89,5.32,2435.04,1.47,18.63
MKT-7206,Lead Gen Sprint 2023,Google Ads,2023-06-06,2023-07-20,18-24,225572,4058,1.8,3.53,14324.74,293,7.24,14503.5,1.01,48.89
MKT-7207,Retargeting Push 2023,Google Ads,2023-06-06,2023-07-01,55+,233935,4308,1.84,3.69,15896.52,59,1.38,8743.21,0.55,269.43
MKT-7208,New Product Drop 2023,Instagram Ads,2023-06-06,2023-07-05,18-24,291188,8094,2.78,1.7,13759.8,178,2.21,9410.86,0.68,77.3
MKT-7209,Flash Sale 2023,TikTok Ads,2023-06-07,2023-07-16,55+,26783,816,3.05,2.15,1754.4,37,4.56,3159.06,1.8,47.42
MKT-7210,Spring Sale 2023,LinkedIn Ads,2023-06-07,2023-07-21,55+,402478,3050,0.76,3.45,10522.5,100,3.3,6119.0,0.58,105.22
MKT-7211,Spring Sale 2023,Google Ads,2023-06-09,2023-07-14,25-34,472918,21275,4.5,2.8,59570.0,521,2.45,23757.6,0.4,114.34
MKT-7212,Back to School 2023,TikTok Ads,2023-06-10,2023-06-20,45-54,256029,5896,2.3,4.06,23937.76,354,6.01,38819.64,1.62,67.62
MKT-7213,Flash Sale 2023,LinkedIn Ads,2023-06-10,2023-07-18,55+,238805,2634,1.1,1.42,3740.28,60,2.31,7835.4,2.09,62.34
MKT-7214,Summer Launch 2023,Facebook Ads,2023-06-11,2023-07-25,55+,379293,12695,3.35,3.02,38338.9,1028,8.1,118148.04,3.08,37.29
MKT-7215,Year-End Clearance 2023,TikTok Ads,2023-06-12,2023-07-14,35-44,157970,1331,0.84,2.52,3354.12,56,4.24,8874.32,2.65,59.89
MKT-7216,New Product Drop 2023,Google Ads,2023-06-12,2023-07-11,18-24,233908,2888,1.23,0.39,1126.32,194,6.73,22308.06,19.81,5.81
MKT-7217,Year-End Clearance 2023,Instagram Ads,2023-06-13,2023-07-09,45-54,30101,938,3.12,2.58,2420.04,75,8.08,9033.75,3.73,32.27
MKT-7218,Flash Sale 2023,Google Ads,2023-06-14,2023-07-10,All Ages,134604,5648,4.2,2.61,14741.28,198,3.52,27480.42,1.86,74.45
MKT-7219,Lead Gen Sprint 2023,Google Ads,2023-06-15,2023-07-16,35-44,449887,14561,3.24,2.44,35528.84,465,3.2,41710.5,1.17,76.41
MKT-7220,Lead Gen Sprint 2023,Google Ads,2023-06-15,2023-07-26,45-54,162413,5211,3.21,2.24,11672.64,385,7.39,40552.05,3.47,30.32
MKT-7221,New Product Drop 2023,Facebook Ads,2023-06-15,2023-07-18,18-24,168553,1640,0.97,2.88,4723.2,68,4.16,14325.56,3.03,69.46
MKT-7222,Spring Sale 2023,Instagram Ads,2023-06-15,2023-06-24,35-44,285867,9325,3.26,4.14,38605.5,305,3.27,58456.3,1.51,126.58
MKT-7223,Holiday Promo 2023,LinkedIn Ads,2023-06-16,2023-07-15,45-54,444645,4607,1.04,1.15,5298.05,120,2.61,25965.6,4.9,44.15
MKT-7224,Spring Sale 2023,TikTok Ads,2023-06-17,2023-07-31,45-54,258951,2423,0.94,3.73,9037.79,103,4.26,15378.93,1.7,87.75
MKT-7225,Flash Sale 2023,Instagram Ads,2023-06-18,2023-07-30,All Ages,111204,584,0.53,3.8,2219.2,14,2.48,550.76,0.25,158.51
MKT-7226,New Product Drop 2023,LinkedIn Ads,2023-06-19,2023-07-17,25-34,482592,20325,4.21,0.83,16869.75,934,4.6,126650.4,7.51,18.06
MKT-7227,Back to School 2023,LinkedIn Ads,2023-06-19,2023-07-08,25-34,148745,5516,3.71,1.86,10259.76,59,1.07,12780.58,1.25,173.89
MKT-7228,Flash Sale 2023,Instagram Ads,2023-06-20,2023-07-14,35-44,494141,14720,2.98,0.96,14131.2,952,6.47,91934.64,6.51,14.84
MKT-7229,Brand Awareness 2023,TikTok Ads,2023-06-20,2023-07-15,All Ages,74699,394,0.53,2.91,1146.54,32,8.37,3297.6,2.88,35.83
MKT-7230,New Product Drop 2023,TikTok Ads,2023-06-21,2023-07-12,All Ages,56909,1111,1.95,3.03,3366.33,65,5.89,12364.3,3.67,51.79
MKT-7231,Spring Sale 2023,LinkedIn Ads,2023-06-21,2023-06-30,All Ages,139827,4310,3.08,0.79,3404.9,72,1.68,5668.56,1.66,47.29
MKT-7232,Holiday Promo 2023,LinkedIn Ads,2023-06-21,2023-07-15,55+,429052,16532,3.85,2.74,45297.68,1037,6.28,225889.71,4.99,43.68
MKT-7233,Holiday Promo 2023,Google Ads,2023-06-21,2023-08-03,55+,363738,10292,2.83,2.27,23362.84,880,8.56,135053.6,5.78,26.55
MKT-7234,New Product Drop 2023,Facebook Ads,2023-06-22,2023-07-13,18-24,95343,2247,2.36,2.86,6426.42,127,5.66,9309.1,1.45,50.6
MKT-7235,Lead Gen Sprint 2023,LinkedIn Ads,2023-06-22,2023-07-30,45-54,227622,5334,2.34,1.16,6187.44,377,7.08,43087.33,6.96,16.41
MKT-7236,Back to School 2023,Facebook Ads,2023-06-22,2023-08-02,35-44,423325,7880,1.86,0.46,3624.8,91,1.17,13260.52,3.66,39.83
MKT-7237,Summer Launch 2023,Instagram Ads,2023-06-22,2023-07-08,All Ages,50468,579,1.15,0.79,457.41,22,3.86,2079.0,4.55,20.79
MKT-7238,Year-End Clearance 2023,Instagram Ads,2023-06-22,2023-07-25,25-34,313933,12360,3.94,2.59,32012.4,182,1.48,27636.7,0.86,175.89
MKT-7239,Flash Sale 2023,Instagram Ads,2023-06-24,2023-07-26,45-54,57853,1698,2.94,3.86,6554.28,66,3.94,6433.68,0.98,99.31
MKT-7240,Spring Sale 2023,Instagram Ads,2023-06-25,2023-07-10,All Ages,352092,8699,2.47,2.64,22965.36,469,5.4,26629.82,1.16,48.97
MKT-7241,Retargeting Push 2023,Instagram Ads,2023-06-25,2023-07-19,55+,54527,2065,3.79,3.25,6711.25,77,3.76,15197.49,2.26,87.16
MKT-7242,Lead Gen Sprint 2023,TikTok Ads,2023-06-25,2023-08-01,All Ages,303985,11279,3.71,3.74,42183.46,550,4.88,80025.0,1.9,76.7
MKT-7243,Spring Sale 2023,Google Ads,2023-06-26,2023-07-03,All Ages,229091,1209,0.53,1.0,1209.0,104,8.61,9538.88,7.89,11.62
MKT-7244,New Product Drop 2023,Instagram Ads,2023-06-26,2023-07-28,25-34,357350,13621,3.81,0.3,4086.3,208,1.53,15982.72,3.91,19.65
MKT-7245,Spring Sale 2023,Instagram Ads,2023-06-29,2023-07-29,35-44,438513,12622,2.88,2.57,32438.54,885,7.01,86907.0,2.68,36.65
MKT-7246,Holiday Promo 2023,LinkedIn Ads,2023-06-30,2023-07-08,25-34,57182,1213,2.12,0.77,934.01,97,8.06,8050.03,8.62,9.63
MKT-7247,Brand Awareness 2023,Instagram Ads,2023-06-30,2023-07-10,45-54,299629,11696,3.9,0.44,5146.24,369,3.16,73674.54,14.32,13.95
MKT-7248,Back to School 2023,Instagram Ads,2023-06-30,2023-07-28,25-34,351052,14142,4.03,2.49,35213.58,331,2.35,18671.71,0.53,106.39
MKT-7249,Flash Sale 2023,Instagram Ads,2023-06-30,2023-08-08,45-54,263862,6873,2.61,0.45,3092.85,133,1.94,15373.47,4.97,23.25
MKT-7250,Retargeting Push 2023,LinkedIn Ads,2023-06-30,2023-07-08,All Ages,268398,8894,3.31,2.15,19122.1,747,8.41,29611.08,1.55,25.6
MKT-7251,Flash Sale 2023,Instagram Ads,2023-07-01,2023-07-10,18-24,486624,6206,1.28,3.48,21596.88,351,5.66,56623.32,2.62,61.53
MKT-7252,Holiday Promo 2023,LinkedIn Ads,2023-07-01,2023-08-14,45-54,308360,6730,2.18,3.38,22747.4,356,5.29,45058.92,1.98,63.9
MKT-7253,New Product Drop 2023,Facebook Ads,2023-07-04,2023-07-25,35-44,373393,5645,1.51,1.62,9144.9,157,2.78,18100.53,1.98,58.25
MKT-7254,Retargeting Push 2023,Instagram Ads,2023-07-04,2023-08-11,35-44,161735,7242,4.48,2.71,19625.82,332,4.59,11938.72,0.61,59.11
MKT-7255,Holiday Promo 2023,Google Ads,2023-07-04,2023-08-15,55+,470013,12259,2.61,1.14,13975.26,419,3.43,48117.96,3.44,33.35
MKT-7256,Flash Sale 2023,Facebook Ads,2023-07-06,2023-07-24,45-54,336511,2077,0.62,2.92,6064.84,89,4.29,2255.26,0.37,68.14
MKT-7257,Summer Launch 2023,Google Ads,2023-07-06,2023-07-16,All Ages,237906,5521,2.32,3.59,19820.39,433,7.86,75012.92,3.78,45.77
MKT-7258,Retargeting Push 2023,TikTok Ads,2023-07-08,2023-08-08,35-44,92680,2616,2.82,3.42,8946.72,124,4.75,12308.24,1.38,72.15
MKT-7259,Year-End Clearance 2023,Instagram Ads,2023-07-10,2023-08-07,All Ages,129833,2109,1.62,0.51,1075.59,109,5.18,6690.42,6.22,9.87
MKT-7260,Summer Launch 2023,TikTok Ads,2023-07-11,2023-08-21,25-34,227119,4380,1.93,3.17,13884.6,367,8.39,42502.27,3.06,37.83
MKT-7261,Back to School 2023,Google Ads,2023-07-11,2023-08-25,18-24,290482,7008,2.41,4.12,28872.96,466,6.66,52592.76,1.82,61.96
MKT-7262,Flash Sale 2023,LinkedIn Ads,2023-07-12,2023-07-21,All Ages,228567,9498,4.16,4.05,38466.9,124,1.31,11191.0,0.29,310.22
MKT-7263,Lead Gen Sprint 2023,Instagram Ads,2023-07-14,2023-08-17,45-54,356271,5601,1.57,1.83,10249.83,152,2.72,25637.84,2.5,67.43
MKT-7264,Year-End Clearance 2023,LinkedIn Ads,2023-07-15,2023-08-23,25-34,458154,4089,0.89,2.0,8178.0,268,6.57,33079.24,4.04,30.51
MKT-7265,Brand Awareness 2023,Facebook Ads,2023-07-19,2023-08-11,25-34,68733,926,1.35,1.86,1722.36,26,2.9,3731.78,2.17,66.24
MKT-7266,Back to School 2023,Instagram Ads,2023-07-19,2023-08-23,25-34,225127,4998,2.22,1.81,9046.38,392,7.86,55593.44,6.15,23.08
MKT-7267,Lead Gen Sprint 2023,TikTok Ads,2023-07-20,2023-08-16,45-54,217418,3830,1.76,2.95,11298.5,320,8.36,69494.4,6.15,35.31
MKT-7268,Brand Awareness 2023,TikTok Ads,2023-07-22,2023-08-10,18-24,381144,7733,2.03,0.87,6727.71,533,6.9,31894.72,4.74,12.62
MKT-7269,Lead Gen Sprint 2023,LinkedIn Ads,2023-07-22,2023-07-30,All Ages,191482,2991,1.56,1.66,4965.06,114,3.82,4733.28,0.95,43.55
MKT-7270,Back to School 2023,Google Ads,2023-07-23,2023-08-27,25-34,418827,9398,2.24,2.4,22555.2,306,3.26,19161.72,0.85,73.71
MKT-7271,Back to School 2023,TikTok Ads,2023-07-25,2023-08-02,35-44,297678,2956,0.99,1.87,5527.72,89,3.02,6557.52,1.19,62.11
MKT-7272,Back to School 2023,Facebook Ads,2023-07-26,2023-09-05,45-54,140234,3298,2.35,1.15,3792.7,112,3.4,15463.84,4.08,33.86
MKT-7273,Spring Sale 2023,TikTok Ads,2023-07-26,2023-08-10,All Ages,87084,3135,3.6,2.39,7492.65,119,3.8,25562.39,3.41,62.96
MKT-7274,Spring Sale 2023,Instagram Ads,2023-07-26,2023-08-09,18-24,84385,1511,1.79,2.68,4049.48,28,1.9,5022.08,1.24,144.62
MKT-7275,Holiday Promo 2023,LinkedIn Ads,2023-07-27,2023-08-24,18-24,129379,4085,3.16,1.14,4656.9,219,5.38,26527.47,5.7,21.26
MKT-7276,Year-End Clearance 2023,TikTok Ads,2023-07-27,2023-08-24,18-24,380089,16934,4.46,4.0,67736.0,1318,7.79,167662.78,2.48,51.39
MKT-7277,New Product Drop 2023,LinkedIn Ads,2023-07-28,2023-08-24,25-34,161573,4403,2.73,0.59,2597.77,296,6.73,48692.0,18.74,8.78
MKT-7278,Back to School 2023,TikTok Ads,2023-07-29,2023-08-21,35-44,5561,182,3.28,2.95,536.9,2,1.62,75.96,0.14,268.45
MKT-7279,Year-End Clearance 2023,Facebook Ads,2023-07-29,2023-08-23,All Ages,197120,2616,1.33,3.25,8502.0,82,3.14,4695.32,0.55,103.68
MKT-7280,Year-End Clearance 2023,Google Ads,2023-07-31,2023-09-11,18-24,197314,4150,2.1,3.34,13861.0,292,7.05,31419.2,2.27,47.47
MKT-7281,Holiday Promo 2023,Facebook Ads,2023-07-31,2023-09-13,All Ages,7963,204,2.57,0.39,79.56,10,5.07,1957.5,24.6,7.96
MKT-7282,New Product Drop 2023,Facebook Ads,2023-07-31,2023-08-30,35-44,153549,6407,4.17,1.64,10507.48,139,2.18,5726.8,0.55,75.59
MKT-7283,Flash Sale 2023,Google Ads,2023-07-31,2023-08-20,45-54,481325,19505,4.05,2.12,41350.6,1030,5.28,52251.9,1.26,40.15
MKT-7284,Brand Awareness 2023,TikTok Ads,2023-08-01,2023-08-15,18-24,482871,12445,2.58,3.53,43930.85,525,4.23,88856.25,2.02,83.68
MKT-7285,Retargeting Push 2023,Facebook Ads,2023-08-02,2023-09-16,All Ages,245649,6467,2.63,1.63,10541.21,110,1.71,11819.5,1.12,95.83
MKT-7286,Brand Awareness 2023,Facebook Ads,2023-08-02,2023-09-08,18-24,127546,2445,1.92,3.74,9144.3,34,1.4,5336.3,0.58,268.95
MKT-7287,Back to School 2023,TikTok Ads,2023-08-02,2023-08-21,35-44,116838,791,0.68,2.9,2293.9,64,8.18,10097.28,4.4,35.84
MKT-7288,Back to School 2023,Facebook Ads,2023-08-02,2023-09-16,All Ages,341515,3144,0.92,3.92,12324.48,174,5.56,31236.48,2.53,70.83
MKT-7289,Retargeting Push 2023,Facebook Ads,2023-08-02,2023-08-10,18-24,236875,8537,3.6,1.63,13915.31,547,6.41,45937.06,3.3,25.44
MKT-7290,New Product Drop 2023,Facebook Ads,2023-08-03,2023-08-12,25-34,227263,10083,4.44,4.09,41239.47,337,3.35,35307.49,0.86,122.37
MKT-7291,Summer Launch 2023,LinkedIn Ads,2023-08-04,2023-08-16,All Ages,202545,7245,3.58,0.67,4854.15,477,6.6,93935.61,19.35,10.18
MKT-7292,Spring Sale 2023,TikTok Ads,2023-08-04,2023-08-17,55+,466670,18047,3.87,0.63,11369.61,1059,5.87,58223.82,5.12,10.74
MKT-7293,Spring Sale 2023,Facebook Ads,2023-08-05,2023-08-29,25-34,194390,7413,3.81,3.23,23943.99,331,4.47,66309.23,2.77,72.34
MKT-7294,Flash Sale 2023,Facebook Ads,2023-08-07,2023-09-07,55+,481964,15822,3.28,3.45,54585.9,633,4.01,102185.19,1.87,86.23
MKT-7295,Spring Sale 2023,Instagram Ads,2023-08-07,2023-09-15,35-44,63689,636,1.0,1.64,1043.04,56,8.93,10014.48,9.6,18.63
MKT-7296,Holiday Promo 2023,Facebook Ads,2023-08-08,2023-08-26,25-34,110555,2504,2.27,3.72,9314.88,81,3.24,14084.28,1.51,115.0
MKT-7297,Back to School 2023,Facebook Ads,2023-08-08,2023-08-27,35-44,340623,13160,3.86,0.67,8817.2,1165,8.86,87421.6,9.91,7.57
MKT-7298,Brand Awareness 2023,Google Ads,2023-08-08,2023-09-19,18-24,431170,2426,0.56,2.16,5240.16,200,8.27,10112.0,1.93,26.2
MKT-7299,Holiday Promo 2023,LinkedIn Ads,2023-08-08,2023-09-18,18-24,401769,3056,0.76,1.65,5042.4,36,1.18,4262.76,0.85,140.07
MKT-7300,Spring Sale 2023,Facebook Ads,2023-08-09,2023-08-21,25-34,121710,1098,0.9,3.5,3843.0,52,4.8,8969.48,2.33,73.9
MKT-7301,New Product Drop 2023,TikTok Ads,2023-08-09,2023-09-10,18-24,223672,1747,0.78,2.49,4350.03,55,3.16,9991.85,2.3,79.09
MKT-7302,Summer Launch 2023,LinkedIn Ads,2023-08-10,2023-09-13,18-24,342218,3345,0.98,1.04,3478.8,282,8.45,47251.92,13.58,12.34
MKT-7303,Lead Gen Sprint 2023,Instagram Ads,2023-08-10,2023-09-10,All Ages,367070,16350,4.45,0.84,13734.0,471,2.88,20069.31,1.46,29.16
MKT-7304,Brand Awareness 2023,Facebook Ads,2023-08-11,2023-09-18,55+,436714,19179,4.39,0.69,13233.51,764,3.99,159920.48,12.08,17.32
MKT-7305,New Product Drop 2023,LinkedIn Ads,2023-08-11,2023-08-23,35-44,65109,1536,2.36,4.15,6374.4,86,5.61,14957.12,2.35,74.12
MKT-7306,Holiday Promo 2023,LinkedIn Ads,2023-08-11,2023-08-31,18-24,7126,163,2.3,1.78,290.14,6,3.74,449.04,1.55,48.36
MKT-7307,Summer Launch 2023,Google Ads,2023-08-11,2023-09-10,45-54,308284,3628,1.18,0.82,2974.96,309,8.52,13169.58,4.43,9.63
MKT-7308,Back to School 2023,LinkedIn Ads,2023-08-11,2023-09-22,45-54,98697,1610,1.63,3.56,5731.6,75,4.68,2862.75,0.5,76.42
MKT-7309,Spring Sale 2023,Instagram Ads,2023-08-12,2023-08-19,45-54,9980,359,3.6,2.56,919.04,13,3.82,997.36,1.09,70.7
MKT-7310,Spring Sale 2023,LinkedIn Ads,2023-08-13,2023-09-12,All Ages,366719,8472,2.31,0.73,6184.56,195,2.3,33311.85,5.39,31.72
MKT-7311,Brand Awareness 2023,LinkedIn Ads,2023-08-15,2023-09-12,35-44,405710,16902,4.17,3.93,66424.86,538,3.18,55688.38,0.84,123.47
MKT-7312,Year-End Clearance 2023,Google Ads,2023-08-15,2023-09-12,45-54,308900,6910,2.24,0.92,6357.2,361,5.23,55788.94,8.78,17.61
MKT-7313,Flash Sale 2023,TikTok Ads,2023-08-16,2023-09-02,35-44,98910,2145,2.17,2.52,5405.4,104,4.88,4565.6,0.84,51.97
MKT-7314,Flash Sale 2023,TikTok Ads,2023-08-16,2023-09-13,55+,435631,18033,4.14,3.95,71230.35,391,2.17,85343.57,1.2,182.17
MKT-7315,Back to School 2023,Facebook Ads,2023-08-16,2023-09-13,18-24,34761,587,1.69,2.36,1385.32,43,7.46,6820.23,4.92,32.22
MKT-7316,Year-End Clearance 2023,Google Ads,2023-08-17,2023-08-28,All Ages,159994,5450,3.41,3.14,17113.0,371,6.82,32080.37,1.87,46.13
MKT-7317,Holiday Promo 2023,Google Ads,2023-08-17,2023-08-26,45-54,437236,6221,1.42,3.23,20093.83,75,1.21,12134.25,0.6,267.92
MKT-7318,New Product Drop 2023,Instagram Ads,2023-08-18,2023-09-12,45-54,57859,2320,4.01,2.03,4709.6,45,1.95,8665.65,1.84,104.66
MKT-7319,Lead Gen Sprint 2023,LinkedIn Ads,2023-08-18,2023-09-06,18-24,207824,6579,3.17,2.14,14079.06,386,5.88,60760.26,4.32,36.47
MKT-7320,Flash Sale 2023,Facebook Ads,2023-08-19,2023-09-02,25-34,49237,829,1.68,2.32,1923.28,51,6.22,9926.13,5.16,37.71
MKT-7321,New Product Drop 2023,Instagram Ads,2023-08-19,2023-09-18,All Ages,342308,1872,0.55,1.19,2227.68,96,5.18,16420.8,7.37,23.2
MKT-7322,Back to School 2023,Facebook Ads,2023-08-20,2023-09-11,45-54,407229,10231,2.51,3.65,37343.15,179,1.75,34006.42,0.91,208.62
MKT-7323,Year-End Clearance 2023,Instagram Ads,2023-08-20,2023-09-03,18-24,453032,9494,2.1,2.33,22121.02,366,3.86,51638.94,2.33,60.44
MKT-7324,Spring Sale 2023,Facebook Ads,2023-08-20,2023-09-08,35-44,369463,11355,3.07,1.28,14534.4,184,1.63,28052.64,1.93,78.99
MKT-7325,Back to School 2023,Instagram Ads,2023-08-20,2023-09-22,35-44,350991,15476,4.41,2.19,33892.44,169,1.09,18642.39,0.55,200.55
MKT-7326,Retargeting Push 2023,TikTok Ads,2023-08-21,2023-09-25,25-34,131527,1900,1.45,2.6,4940.0,119,6.28,3910.34,0.79,41.51
MKT-7327,Flash Sale 2023,LinkedIn Ads,2023-08-21,2023-08-29,25-34,185852,8025,4.32,0.82,6580.5,295,3.68,27157.7,4.13,22.31
MKT-7328,Lead Gen Sprint 2023,Instagram Ads,2023-08-22,2023-08-29,All Ages,328917,11234,3.42,1.79,20108.86,672,5.98,134272.32,6.68,29.92
MKT-7329,Holiday Promo 2023,TikTok Ads,2023-08-22,2023-09-12,55+,59437,666,1.12,2.81,1871.46,10,1.53,838.8,0.45,187.15
MKT-7330,Summer Launch 2023,Google Ads,2023-08-22,2023-09-29,18-24,42044,317,0.76,0.47,148.99,6,1.95,1023.12,6.87,24.83
MKT-7331,Year-End Clearance 2023,Google Ads,2023-08-23,2023-09-02,45-54,461159,3029,0.66,0.32,969.28,239,7.91,11722.95,12.09,4.06
MKT-7332,Back to School 2023,LinkedIn Ads,2023-08-23,2023-09-05,18-24,339479,3626,1.07,0.44,1595.44,190,5.24,5639.2,3.53,8.4
MKT-7333,Spring Sale 2023,TikTok Ads,2023-08-23,2023-09-24,25-34,468537,12626,2.69,2.56,32322.56,1108,8.78,129381.16,4.0,29.17
MKT-7334,Spring Sale 2023,TikTok Ads,2023-08-23,2023-10-01,55+,192708,1149,0.6,3.85,4423.65,88,7.71,8308.08,1.88,50.27
MKT-7335,New Product Drop 2023,Facebook Ads,2023-08-24,2023-09-18,45-54,351842,15039,4.27,1.81,27220.59,358,2.38,18275.9,0.67,76.04
MKT-7336,Retargeting Push 2023,Instagram Ads,2023-08-24,2023-09-04,35-44,217244,6868,3.16,2.11,14491.48,234,3.41,23802.48,1.64,61.93
MKT-7337,Retargeting Push 2023,Facebook Ads,2023-08-24,2023-10-05,25-34,410556,16140,3.93,2.22,35830.8,1296,8.03,152992.8,4.27,27.65
MKT-7338,Lead Gen Sprint 2023,Facebook Ads,2023-08-25,2023-09-17,All Ages,99091,551,0.56,2.31,1272.81,6,1.18,385.2,0.3,212.13
